            n, insertion_cmp, insertion_swaps, insertion_time,     quick_cmp,   quick_swaps,    quick_time,      heap_cmp,    heap_swaps,     heap_time,     merge_cmp,   merge_swaps,    merge_time
3087,      18274517,       1993939,             9,     123541574,       8555971,            59,     259898954,      50881243,           152,     190689334,      26277317,            99
3088,      18286411,       1995256,             9,     123626117,       8561540,            57,     260079069,      50916560,           158,     190819882,      26295569,           100
3089,      18298308,       1996573,             9,     123710682,       8567109,            58,     260259248,      50951889,           152,     190950470,      26313825,           112
3090,      18310212,       1997892,            10,     123795258,       8572639,            59,     260439468,      50987223,           156,     191081109,      26332094,           103
3091,      18322119,       1999211,            10,     123879941,       8578209,            61,     260619756,      51022573,           156,     191211784,      26350357,           104
3092,      18334029,       2000530,            10,     123964744,       8583783,            59,     260800128,      51057939,           156,     191342486,      26368624,           105
3093,      18345942,       2001849,            10,     124049528,       8589373,            60,     260980551,      51093313,           157,     191473249,      26386908,           103
3094,      18357858,       2003168,            10,     124134219,       8594928,            60,     261161048,      51128704,           158,     191604037,      26405179,           104
3095,      18369779,       2004488,            10,     124219068,       8600494,            60,     261341630,      51164112,           158,     191734882,      26423457,           106
3096,      18381703,       2005808,            10,     124303999,       8606079,            58,     261522257,      51199527,           153,     191865766,      26441757,           103
3097,      18393630,       2007128,             9,     124388963,       8611658,            57,     261702950,      51234953,           154,     191996683,      26460056,           101
3098,      18405560,       2008448,            10,     124473877,       8617224,            57,     261883672,      51270383,           159,     192127616,      26478338,           105
3099,      18417493,       2009768,            10,     124558728,       8622753,            61,     262064493,      51305836,           159,     192258610,      26496633,           105
3100,      18429431,       2011089,            10,     124643773,       8628341,            60,     262245355,      51341296,           160,     192389683,      26514947,           104
3101,      18441372,       2012410,            10,     124728890,       8633891,            60,     262426293,      51376771,           187,     192520790,      26533259,           101
3102,      18453316,       2013731,             9,     124814094,       8639439,            60,     262607302,      51412262,           154,     192651925,      26551579,           101
3103,      18465265,       2015053,            10,     124899031,       8645000,            61,     262788389,      51447768,           153,     192783117,      26569912,           101
3104,      18477217,       2016375,            10,     124983972,       8650568,            58,     262969538,      51483286,           156,     192914333,      26588235,           102
3105,      18489172,       2017697,             9,     125068836,       8656114,            59,     263150729,      51518807,           153,     193045593,      26606562,           101
3106,      18501130,       2019019,             9,     125153797,       8661670,            57,     263332021,      51554353,           152,     193176846,      26624861,           100
3107,      18513091,       2020341,             9,     125239037,       8667316,            89,     263513354,      51589905,           152,     193308147,      26643164,           103
3108,      18525055,       2021663,             9,     125324205,       8672941,            58,     263694733,      51625464,           152,     193439530,      26661492,           100
3109,      18537022,       2022985,            10,     125409337,       8678529,            58,     263876176,      51661038,           153,     193570950,      26679826,           101
3110,      18548992,       2024307,            10,     125494526,       8684115,            64,     264057703,      51696631,           154,     193702443,      26698190,           102
3111,      18560965,       2025629,            10,     125579837,       8689694,            59,     264239308,      51732235,           154,     193833972,      26716548,            99
3112,      18572941,       2026951,            10,     125665081,       8695236,            58,     264420969,      51767853,           153,     193965519,      26734907,           109
3113,      18584922,       2028274,            10,     125750382,       8700800,            58,     264602692,      51803482,           153,     194097107,      26753270,           102
3114,      18596906,       2029597,            10,     125835670,       8706354,            59,     264784483,      51839123,           154,     194228747,      26771637,           102
3115,      18608893,       2030920,            10,     125920942,       8711932,            60,     264966354,      51874784,           153,     194360431,      26790011,           106
3116,      18620883,       2032243,            10,     126006279,       8717508,            57,     265148268,      51910451,           154,     194492151,      26808386,           102
3117,      18632876,       2033566,            10,     126091420,       8723053,            58,     265330290,      51946143,           154,     194623919,      26826759,           102
3118,      18644872,       2034889,            10,     126176723,       8728600,            58,     265512327,      51981833,           181,     194755739,      26845158,           112
3119,      18656871,       2036212,            13,     126262036,       8734151,            61,     265694479,      52017552,           159,     194887603,      26863554,           106
3120,      18668873,       2037535,            10,     126347348,       8739693,            60,     265876664,      52053273,           159,     195019512,      26881949,           103
3121,      18680878,       2038858,            10,     126432701,       8745279,            62,     266058871,      52088992,           183,     195151464,      26900349,           176
3122,      18692886,       2040181,            12,     126518043,       8750850,            92,     266241156,      52124731,           189,     195283423,      26918751,           113
3123,      18704899,       2041505,            10,     126603461,       8756422,            62,     266423546,      52160495,           160,     195415443,      26937159,           135
3124,      18716919,       2042831,            10,     126688950,       8761984,            60,     266606026,      52196277,           159,     195547550,      26955583,           107
3125,      18728942,       2044157,            10,     126774420,       8767511,            60,     266788554,      52232069,           160,     195679679,      26974007,           106
3126,      18740968,       2045483,            10,     126859998,       8773034,            60,     266971154,      52267874,           164,     195811868,      26992454,           104
3127,      18752999,       2046810,            10,     126945764,       8778606,            63,     267153788,      52303684,           161,     195944133,      27010919,           106
3128,      18765033,       2048137,            10,     127031437,       8784159,            61,     267336465,      52339502,           160,     196076370,      27029349,           108
3129,      18777070,       2049464,            10,     127117161,       8789744,            64,     267519211,      52375334,           175,     196208656,      27047785,           106
3130,      18789110,       2050791,            10,     127202964,       8795330,            61,     267702046,      52411185,           157,     196341018,      27066255,           107
3131,      18801153,       2052118,            10,     127288802,       8800947,            62,     267884940,      52447045,           162,     196473408,      27084719,           111
3132,      18813199,       2053445,            10,     127374686,       8806565,            60,     268067927,      52482924,           160,     196605804,      27103163,           107
3133,      18825250,       2054773,            10,     127460591,       8812217,            61,     268250989,      52518821,           160,     196738268,      27121624,           106
3134,      18837306,       2056102,            10,     127546451,       8817852,            61,     268434098,      52554724,           165,     196870824,      27140118,           116
3135,      18849371,       2057434,            10,     127632343,       8823458,            65,     268617245,      52590633,           168,     197003407,      27158603,           113
3136,      18861443,       2058768,            10,     127718317,       8829082,            64,     268800468,      52626557,           163,     197136056,      27177108,           107
3137,      18873518,       2060102,            12,     127804229,       8834682,            61,     268983779,      52662498,           173,     197268744,      27195615,           107
3138,      18885596,       2061436,            12,     127890217,       8840307,            59,     269167145,      52698451,           169,     197401470,      27214122,           106
3139,      18897679,       2062771,            10,     127976379,       8845959,            62,     269350579,      52734420,           161,     197534224,      27232620,           107
3140,      18909765,       2064106,            11,     128062509,       8851570,            62,     269534076,      52770400,           155,     197667047,      27251140,           110
3141,      18921854,       2065441,            11,     128148635,       8857211,            59,     269717619,      52806385,           151,     197799897,      27269662,           103
3142,      18933948,       2066777,            10,     128234733,       8862841,            57,     269901234,      52842386,           154,     197932792,      27288189,           101
3143,      18946049,       2068115,             9,     128320931,       8868473,            61,     270084936,      52878408,           153,     198065754,      27306731,           110
3144,      18958159,       2069456,            11,     128407238,       8874119,            61,     270268681,      52914437,           161,     198198748,      27325274,           109
3145,      18970280,       2070801,            11,     128493549,       8879786,            61,     270452479,      52950475,           161,     198331786,      27343820,           108
3146,      18982404,       2072146,            10,     128579996,       8885446,            62,     270636349,      52986527,           164,     198464875,      27362386,           106
3147,      18994531,       2073491,            10,     128666270,       8891078,            62,     270820269,      53022589,           161,     198597984,      27380940,           108
3148,      19006661,       2074836,            10,     128752571,       8896695,            60,     271004300,      53058674,           162,     198731121,      27399481,           108
3149,      19018794,       2076181,            10,     128838969,       8902302,            60,     271188371,      53094765,           163,     198864320,      27418035,           107
3150,      19030930,       2077526,            10,     128925320,       8907918,            58,     271372509,      53130871,           154,     198997558,      27436603,           104
3151,      19043069,       2078871,            10,     129011720,       8913566,            60,     271556705,      53166989,           154,     199130862,      27455188,           103
3152,      19055211,       2080216,            10,     129098269,       8919247,            59,     271740955,      53203113,           164,     199264152,      27473740,           107
3153,      19067356,       2081561,            10,     129184675,       8924905,            61,     271925267,      53239251,           162,     199397485,      27492301,           107
3154,      19079504,       2082906,            10,     129271082,       8930538,            60,     272109649,      53275402,           162,     199530888,      27510882,           109
3155,      19091659,       2084253,            10,     129357423,       8936162,            65,     272294081,      53311563,           160,     199664312,      27529450,           108
3156,      19103825,       2085604,            10,     129443830,       8941837,            61,     272478592,      53347738,           161,     199797853,      27548071,           106
3157,      19115994,       2086955,            10,     129530320,       8947464,            61,     272663199,      53383935,           163,     199931453,      27566704,           110
3158,      19128166,       2088306,            10,     129616921,       8953099,            61,     272847877,      53420148,           159,     200065040,      27585313,           105
3159,      19140341,       2089657,            10,     129703593,       8958773,            61,     273032601,      53456370,           159,     200198690,      27603937,           109
3160,      19152519,       2091008,            10,     129790275,       8964447,            60,     273217385,      53492601,           162,     200332397,      27622566,           104
3161,      19164702,       2092360,            10,     129877039,       8970202,            60,     273402224,      53528843,           154,     200466124,      27641185,           104
3162,      19176888,       2093712,            10,     129963936,       8975977,            59,     273587094,      53565090,           155,     200599898,      27659823,           104
3163,      19189077,       2095064,            10,     130050752,       8981670,            59,     273772063,      53601356,           159,     200733740,      27678487,           105
3164,      19201269,       2096416,            10,     130137482,       8987300,            59,     273957082,      53637634,           156,     200867600,      27697122,           104
3165,      19213466,       2097769,            10,     130224166,       8992993,            63,     274142188,      53673929,           157,     201001494,      27715754,           105
3166,      19225668,       2099123,            10,     130310932,       8998699,            62,     274327345,      53710232,           186,     201135490,      27734437,           105
3167,      19237881,       2100481,            10,     130397580,       9004299,            60,     274512556,      53746545,           154,     201269494,      27753095,           104
3168,      19250097,       2101839,            10,     130484256,       9009889,            59,     274697851,      53782876,           155,     201403526,      27771752,           104
3169,      19262316,       2103197,            10,     130571240,       9015609,            63,     274883227,      53819225,           156,     201537596,      27790412,           105
3170,      19274538,       2104555,            10,     130658292,       9021342,            59,     275068648,      53855580,           159,     201671774,      27809127,           110
3171,      19286763,       2105913,            10,     130745417,       9027008,            61,     275254147,      53891953,           156,     201805967,      27827823,           105
3172,      19298991,       2107271,            16,     130832661,       9032698,            59,     275439683,      53928330,           154,     201940203,      27846528,           104
3173,      19311222,       2108629,            10,     130919741,       9038374,            61,     275625332,      53964733,           155,     202074501,      27865251,           103
3174,      19323456,       2109987,            10,     131006833,       9044034,            59,     275811047,      54001151,           155,     202208790,      27883946,           107
3175,      19335693,       2111345,            10,     131093984,       9049763,            63,     275996802,      54037573,           163,     202343142,      27902644,           111
3176,      19347937,       2112705,            10,     131181227,       9055468,            62,     276182622,      54074007,           163,     202477602,      27921397,           110
3177,      19360190,       2114068,            10,     131268544,       9061209,            63,     276368517,      54110458,           169,     202612089,      27940147,           104
3178,      19372446,       2115431,            10,     131355702,       9066877,            59,     276554478,      54146922,           156,     202746600,      27958897,           105
3179,      19384705,       2116794,            10,     131442967,       9072603,            60,     276740523,      54183403,           155,     202881187,      27977667,           105
3180,      19396967,       2118157,            10,     131530211,       9078315,            59,     276926618,      54219894,           163,     203015782,      27996412,           113
3181,      19409232,       2119520,            10,     131617565,       9084040,            62,     277112768,      54256394,           162,     203150412,      28015158,           107
3182,      19421500,       2120883,            10,     131704946,       9089790,            61,     277298984,      54292907,           163,     203285127,      28033944,           110
3183,      19433771,       2122246,            10,     131792309,       9095545,            65,     277485235,      54329425,           166,     203419864,      28052724,           109
3184,      19446045,       2123609,            10,     131879630,       9101254,            61,     277671575,      54365960,           164,     203554661,      28071498,           109
3185,      19458322,       2124972,            10,     131967073,       9107009,            62,     277857949,      54402499,           163,     203689499,      28090278,           120
3186,      19470606,       2126337,            10,     132054473,       9112755,            62,     278044406,      54439056,           163,     203824396,      28109069,           109
3187,      19482893,       2127702,            10,     132142048,       9118539,            66,     278230935,      54475629,           170,     203959349,      28127869,           109
3188,      19495183,       2129067,            10,     132229763,       9124336,            63,     278417527,      54512216,           161,     204094304,      28146670,           112
3189,      19507478,       2130433,            10,     132317512,       9130046,            62,     278604221,      54548823,           157,     204229309,      28165475,           104
3190,      19519776,       2131799,            10,     132405267,       9135757,            59,     278790951,      54585437,           157,     204364387,      28184284,           104
3191,      19532077,       2133165,            10,     132492737,       9141475,            60,     278977745,      54622064,           161,     204499480,      28203097,           104
3192,      19544381,       2134531,            10,     132580216,       9147197,            59,     279164594,      54658699,           157,     204634625,      28221923,           106
3193,      19556688,       2135897,            10,     132667910,       9152908,            61,     279351530,      54695353,           157,     204769814,      28240752,           104
3194,      19568998,       2137263,            10,     132755775,       9158656,            60,     279538513,      54732015,           160,     204905095,      28259622,           105
3195,      19581311,       2138629,            10,     132843577,       9164354,            60,     279725564,      54768691,           157,     205040403,      28278491,           105
3196,      19593629,       2139996,            10,     132931243,       9170019,            62,     279912695,      54805381,           157,     205175738,      28297333,           104
3197,      19605954,       2141365,            10,     133018887,       9175688,            60,     280099859,      54842079,           160,     205311115,      28316188,           105
3198,      19618282,       2142734,            10,     133106610,       9181382,            60,     280287082,      54878787,           152,     205446551,      28335061,           106
3199,      19630613,       2144103,            10,     133194586,       9187081,            62,     280474412,      54915519,           158,     205582047,      28353938,           107
3200,      19642947,       2145472,            10,     133282649,       9192804,            60,     280661786,      54952257,           159,     205717632,      28372849,           104
3201,      19655284,       2146841,            10,     133370575,       9198529,            61,     280849235,      54989011,           158,     205853256,      28391762,           105
3202,      19667628,       2148212,            10,     133458672,       9204286,            60,     281036749,      55025778,           158,     205988919,      28410682,           112
3203,      19679977,       2149584,            10,     133546866,       9210050,            65,     281224368,      55062569,           165,     206124595,      28429577,           109
3204,      19692329,       2150956,            10,     133634997,       9215804,            62,     281412038,      55099370,           165,     206260353,      28448518,           109
3205,      19704684,       2152328,            10,     133723166,       9221569,            65,     281599739,      55136176,           165,     206396128,      28467456,           105
3206,      19717042,       2153700,            10,     133811323,       9227331,            60,     281787502,      55172992,           158,     206531918,      28486364,           107
3207,      19729403,       2155072,            10,     133899603,       9233138,            60,     281975349,      55209825,           158,     206667764,      28505284,           105
3208,      19741769,       2156445,            10,     133987894,       9238944,            59,     282163287,      55246676,           176,     206803666,      28524224,           111
3209,      19754138,       2157818,            10,     134076260,       9244722,            65,     282351270,      55283535,           164,     206939591,      28543154,           110
3210,      19766510,       2159191,            10,     134164641,       9250516,            64,     282539320,      55320409,           165,     207075567,      28562084,           111
3211,      19778887,       2160565,            13,     134252898,       9256354,            64,     282727418,      55357291,           164,     207211619,      28581044,           114
3212,      19791267,       2161939,            10,     134341325,       9262200,            63,     282915584,      55394186,           163,     207347676,      28599990,           109
3213,      19803650,       2163313,            10,     134429522,       9267997,            63,     283103847,      55431104,           165,     207483763,      28618923,           116
3214,      19816036,       2164687,            10,     134517793,       9273819,            62,     283292149,      55468028,           163,     207619916,      28637883,           112
3215,      19828425,       2166061,            10,     134606398,       9279684,            64,     283480460,      55504950,           164,     207756104,      28656850,           111
3216,      19840821,       2167437,            10,     134694889,       9285539,            63,     283668878,      55541892,           174,     207892382,      28675829,           113
3217,      19853220,       2168813,            11,     134783503,       9291419,            65,     283857338,      55578843,           158,     208028704,      28694816,           110
3218,      19865622,       2170189,            10,     134872121,       9297244,            64,     284045881,      55615812,           161,     208165049,      28713818,           132
3219,      19878027,       2171565,            10,     134960621,       9303035,            64,     284234483,      55652792,           165,     208301440,      28732819,           108
3220,      19890435,       2172941,            10,     135049063,       9308812,            63,     284423181,      55689792,           165,     208437891,      28751829,           110
3221,      19902846,       2174317,            10,     135137594,       9314586,            62,     284611940,      55726805,           169,     208574376,      28770841,           121
3222,      19915260,       2175693,            10,     135226233,       9320412,            63,     284800789,      55763838,           166,     208710907,      28789851,           111
3223,      19927677,       2177069,            10,     135314676,       9326183,            64,     284989670,      55800875,           166,     208847477,      28808867,           111
3224,      19940099,       2178446,            10,     135403229,       9331968,            62,     285178650,      55837933,           167,     208984068,      28827884,           106
3225,      19952530,       2179826,            10,     135491867,       9337780,            61,     285367631,      55874986,           160,     209120709,      28846902,           107
3226,      19964964,       2181206,            10,     135580560,       9343604,            62,     285556732,      55912068,           159,     209257407,      28865942,           120
3227,      19977401,       2182586,            14,     135669325,       9349442,            64,     285745894,      55949160,           167,     209394150,      28884988,           111
3228,      19989841,       2183966,            11,     135758220,       9355287,            63,     285935094,      55986257,           167,     209530928,      28904012,           112
3229,      20002288,       2185348,            10,     135846747,       9360985,            64,     286124369,      56023369,           167,     209667761,      28923057,           114
3230,      20014742,       2186732,            10,     135935264,       9366707,            62,     286313678,      56060483,           166,     209804628,      28942110,           110
3231,      20027199,       2188116,            10,     136024073,       9372507,            64,     286503045,      56097611,           166,     209941539,      28961158,           111
3232,      20039659,       2189500,            10,     136112863,       9378284,            63,     286692518,      56134761,           170,     210078531,      28980243,           112
3233,      20052122,       2190884,            10,     136201738,       9384081,            64,     286882026,      56171920,           166,     210215562,      28999331,           111
3234,      20064588,       2192268,            10,     136290653,       9389874,            64,     287071608,      56209094,           166,     210352631,      29018424,           111
3235,      20077057,       2193652,            10,     136379506,       9395635,            79,     287261280,      56246286,           161,     210489744,      29037518,           112
3236,      20089531,       2195037,            10,     136468407,       9401431,            63,     287451011,      56283490,           168,     210626899,      29056621,           110
3237,      20102010,       2196423,            10,     136557424,       9407225,            64,     287640811,      56320707,           169,     210764086,      29075719,           116
3238,      20114494,       2197810,             9,     136646501,       9412991,            61,     287830680,      56357938,           160,     210901312,      29094830,           107
3239,      20126983,       2199198,            10,     136735541,       9418692,            61,     288020575,      56395170,           161,     211038611,      29113953,           106
3240,      20139475,       2200586,            10,     136824605,       9424407,            59,     288210504,      56432405,           160,     211175964,      29133076,           107
3241,      20151970,       2201974,             9,     136913758,       9430221,            61,     288400527,      56469661,           159,     211313345,      29152197,           106
3242,      20164468,       2203362,             9,     137002986,       9435995,            68,     288590605,      56506929,           159,     211450781,      29171341,           107
3243,      20176971,       2204751,             9,     137092102,       9441790,            63,     288780777,      56544216,           167,     211588268,      29190487,           111
3244,      20189477,       2206140,            10,     137181265,       9447579,            64,     288971012,      56581517,           167,     211725775,      29209625,           113
3245,      20201986,       2207529,            10,     137270587,       9453477,            65,     289161321,      56618834,           167,     211863307,      29228756,           111
3246,      20214500,       2208919,            12,     137359903,       9459364,            76,     289351699,      56656163,           168,     212000954,      29247946,           112
3247,      20227019,       2210310,            10,     137449312,       9465260,            63,     289542130,      56693503,           168,     212138599,      29267106,           111
3248,      20239541,       2211701,            10,     137538600,       9471077,            63,     289732645,      56730858,           171,     212276288,      29286261,           111
3249,      20252066,       2213092,            10,     137628068,       9476916,            65,     289923197,      56768219,           167,     212414014,      29305420,           112
3250,      20264594,       2214483,            10,     137717625,       9482755,            64,     290113819,      56805594,           168,     212551792,      29324604,           112
3251,      20277125,       2215874,            10,     137807086,       9488517,            66,     290304458,      56842968,           174,     212689599,      29343774,           110
3252,      20289659,       2217265,            10,     137896705,       9494261,            64,     290495154,      56880352,           167,     212827487,      29362972,           111
3253,      20302198,       2218657,            10,     137986364,       9500130,            66,     290685932,      56917755,           167,     212965422,      29382173,           150
3254,      20314744,       2220051,            10,     138076165,       9506010,            65,     290876777,      56955172,           167,     213103412,      29401391,           113
3255,      20327299,       2221448,            10,     138165759,       9511836,            64,     291067686,      56992602,           168,     213241427,      29420605,           111
3256,      20339863,       2222848,            10,     138255429,       9517671,            63,     291258739,      57030062,           179,     213379515,      29439830,           114
3257,      20352430,       2224248,            10,     138345198,       9523540,            64,     291449841,      57067533,           167,     213517653,      29459061,           113
3258,      20365000,       2225648,            10,     138435039,       9529423,            63,     291640986,      57105011,           168,     213655846,      29478300,           112
3259,      20377573,       2227048,            12,     138524969,       9535350,            68,     291832193,      57142503,           168,     213794054,      29497533,           111
3260,      20390151,       2228449,            10,     138614638,       9541187,            63,     292023494,      57180015,           169,     213932320,      29516783,           113
3261,      20402732,       2229850,            10,     138704505,       9547000,            64,     292214830,      57217530,           168,     214070665,      29536068,           130
3262,      20415316,       2231251,            10,     138794363,       9552802,            65,     292406197,      57255047,           164,     214208997,      29555323,          1637
3263,      20427905,       2232653,            12,     138884119,       9558644,            74,     292597662,      57292587,           163,     214347399,      29574587,           111
3264,      20440497,       2234055,            11,     138974066,       9564547,            66,     292789204,      57330145,           164,     214485861,      29593865,           109
3265,      20453094,       2235458,            11,     139063987,       9570433,            66,     292980830,      57367720,           170,     214624373,      29613152,           117
3266,      20465694,       2236861,            10,     139154020,       9576340,            65,     293172519,      57405308,           163,     214762915,      29632446,           111
3267,      20478297,       2238264,            10,     139244031,       9582232,            67,     293364259,      57442906,           170,     214901467,      29651720,           113
3268,      20490903,       2239667,            10,     139334090,       9588128,            66,     293556056,      57480514,           173,     215040145,      29671049,           111
3269,      20503514,       2241071,            10,     139423990,       9593993,            65,     293747921,      57518135,           169,     215178861,      29690385,           110
3270,      20516132,       2242477,            10,     139514047,       9599896,            64,     293939838,      57555765,           171,     215317622,      29709726,           111
3271,      20528753,       2243883,            10,     139604143,       9605787,            72,     294131828,      57593410,           170,     215456377,      29729037,           112
3272,      20541377,       2245289,            10,     139694271,       9611677,            64,     294323916,      57631078,           171,     215595190,      29748369,           116
3273,      20554006,       2246696,            10,     139784469,       9617595,            66,     294516055,      57668754,           171,     215734047,      29767708,           116
3274,      20566642,       2248105,            10,     139874609,       9623483,            65,     294708279,      57706448,           170,     215872955,      29787043,           112
3275,      20579281,       2249514,            10,     139964842,       9629418,            64,     294900557,      57744151,           172,     216011875,      29806367,           112
3276,      20591923,       2250923,            10,     140054986,       9635315,            63,     295092903,      57781866,           177,     216150870,      29825719,           111
3277,      20604568,       2252332,            10,     140145256,       9641262,            66,     295285287,      57819590,           170,     216289918,      29845083,           112
3278,      20617216,       2253741,            10,     140235388,       9647137,            65,     295477762,      57857333,           172,     216429002,      29864448,           112
3279,      20629867,       2255150,            10,     140325436,       9653004,            69,     295670295,      57895088,           170,     216568134,      29883831,           110
3280,      20642521,       2256559,            10,     140415513,       9658870,            64,     295862887,      57932853,           171,     216707314,      29903195,           112
3281,      20655178,       2257968,            12,     140505782,       9664738,            66,     296055547,      57970632,           170,     216846545,      29922569,           122
3282,      20667840,       2259378,            11,     140596097,       9670616,            64,     296248274,      58008423,           170,     216985809,      29941960,           114
3283,      20680509,       2260790,            11,     140686519,       9676471,            66,     296441031,      58046218,           171,     217125117,      29961343,           110
3284,      20693185,       2262204,            11,     140777005,       9682369,            65,     296633871,      58084029,           177,     217264496,      29980746,           112
3285,      20705864,       2263618,            11,     140867431,       9688292,            65,     296826763,      58121852,           170,     217403927,      30000159,           112
3286,      20718546,       2265032,            11,     140957683,       9694136,            63,     297019718,      58159687,           172,     217543346,      30019559,           112
3287,      20731231,       2266446,            14,     141048499,       9700059,            70,     297212772,      58197543,           170,     217682836,      30038974,           114
3288,      20743921,       2267861,            11,     141139325,       9705981,            65,     297405888,      58235410,           171,     217822416,      30058422,           112
3289,      20756614,       2269276,            11,     141229982,       9711912,            67,     297599060,      58273289,           174,     217962022,      30077862,           111
3290,      20769310,       2270691,            11,     141320692,       9717836,            64,     297792315,      58311184,           170,     218101659,      30097290,           112
3291,      20782009,       2272106,            11,     141411357,       9723712,            66,     297985614,      58349088,           171,     218241373,      30116740,           111
3292,      20794711,       2273521,            11,     141502104,       9729653,            65,     298178995,      58387008,           182,     218381149,      30136226,           115
3293,      20807418,       2274937,            11,     141592947,       9735600,            66,     298372441,      58424942,           170,     218520955,      30155700,           112
3294,      20820130,       2276354,            11,     141683835,       9741553,            65,     298565939,      58462885,           171,     218660850,      30175207,           118
3295,      20832845,       2277771,            11,     141774784,       9747512,            66,     298759524,      58500846,           171,     218800761,      30194704,           112
3296,      20845563,       2279188,            11,     141865592,       9753404,            65,     298953139,      58538809,           177,     218940653,      30214157,           113
3297,      20858284,       2280605,            11,     141956530,       9759302,            66,     299146817,      58576787,           170,     219080584,      30233615,           118
3298,      20871008,       2282022,            11,     142047493,       9765227,            65,     299340565,      58614777,           170,     219220656,      30253141,           128
3299,      20883735,       2283439,            11,     142138539,       9771143,            66,     299534410,      58652791,           170,     219360716,      30272644,           114
3300,      20896467,       2284857,            11,     142229695,       9777091,            65,     299728292,      58690810,           171,     219500828,      30292154,           112
3301,      20909202,       2286275,            11,     142320927,       9783067,            65,     299922244,      58728843,           176,     219641022,      30311689,           112
3302,      20921940,       2287693,            11,     142412157,       9789049,            64,     300116278,      58766894,           172,     219781243,      30331225,           115
3303,      20934683,       2289112,            11,     142503205,       9794896,            67,     300310379,      58804958,           171,     219921508,      30350768,           118
3304,      20947429,       2290531,            11,     142594263,       9800759,            65,     300504537,      58843030,           170,     220061827,      30370319,           112
3305,      20960182,       2291952,            11,     142685758,       9806752,            66,     300698755,      58881114,           172,     220202185,      30389877,           111
3306,      20972942,       2293375,            11,     142777288,       9812751,            65,     300893039,      58919210,           177,     220342557,      30409411,           113
3307,      20985705,       2294798,            11,     142868553,       9818692,            66,     301087390,      58957322,           172,     220482969,      30428952,           111
3308,      20998471,       2296221,            11,     142959822,       9824605,            65,     301281796,      58995443,           172,     220623470,      30448527,           112
3309,      21011242,       2297645,            11,     143051056,       9830506,            70,     301476272,      59033580,           171,     220764007,      30468101,           112
3310,      21024016,       2299069,            11,     143142254,       9836470,            66,     301670833,      59071735,           173,     220904604,      30487688,           112
3311,      21036797,       2300495,            11,     143233626,       9842447,            66,     301865463,      59109904,           172,     221045272,      30507290,           129
3312,      21049585,       2301923,            11,     143324921,       9848384,            65,     302060129,      59148077,           171,     221186011,      30526918,           114
3313,      21062376,       2303351,            11,     143416299,       9854382,            66,     302254893,      59186270,           172,     221326793,      30546549,           112
3314,      21075170,       2304779,            11,     143507803,       9860358,            65,     302449695,      59224469,           179,     221467606,      30566188,           112
3315,      21087967,       2306207,            11,     143599143,       9866310,            66,     302644555,      59262681,           172,     221608448,      30585816,           111
3316,      21100767,       2307635,            11,     143690388,       9872249,            64,     302839474,      59300903,           173,     221749353,      30605449,           116
3317,      21113570,       2309063,            11,     143781970,       9878177,            65,     303034471,      59339141,           171,     221890307,      30625088,           113
3318,      21126376,       2310491,            11,     143873623,       9884168,            66,     303229524,      59377389,           172,     222031331,      30644763,           112
3319,      21139185,       2311919,            11,     143965147,       9890143,            67,     303424654,      59415653,           176,     222172427,      30664457,           112
3320,      21151997,       2313347,            11,     144056719,       9896132,            65,     303619850,      59453931,           172,     222313524,      30684128,           113
3321,      21164812,       2314775,            11,     144148337,       9902142,            66,     303815139,      59492229,           172,     222454677,      30703807,           112
3322,      21177630,       2316203,            11,     144239861,       9908114,            68,     304010464,      59530531,           172,     222595869,      30723490,           114
3323,      21190455,       2317633,            11,     144331571,       9914125,            67,     304205827,      59568836,           172,     222737102,      30743172,           112
3324,      21203285,       2319064,            11,     144423416,       9920164,            65,     304401275,      59607162,           173,     222878401,      30762877,           116
3325,      21216122,       2320497,            11,     144515171,       9926157,            66,     304596756,      59645492,           172,     223019753,      30782593,           112
3326,      21228962,       2321930,            11,     144606907,       9932148,            64,     304792309,      59683838,           172,     223161191,      30802334,           113
3327,      21241805,       2323363,            11,     144698766,       9938110,            66,     304987964,      59722205,           176,     223302675,      30822084,           113
3328,      21254651,       2324796,            11,     144790619,       9944072,            66,     305183653,      59760575,           172,     223444140,      30841802,           115
3329,      21267500,       2326229,            11,     144882452,       9950017,            66,     305379433,      59798966,           173,     223585644,      30861523,           113
3330,      21280354,       2327663,            11,     144974247,       9956010,            69,     305575290,      59837372,           175,     223727213,      30881256,           114
