            n, insertion_cmp, insertion_swaps, insertion_time,     quick_cmp,   quick_swaps,    quick_time,      heap_cmp,    heap_swaps,     heap_time,     merge_cmp,   merge_swaps,    merge_time
911,     125765724,      62264822,           127,      14930571,       1566037,            43,      17839911,       3430376,            46,      17254451,       3272647,            56
912,     126179619,      62470408,           130,      14965528,       1569591,            41,      17882612,       3438619,            46,      17294921,       3280478,            57
913,     126594437,      62676454,           128,      15000895,       1573130,            42,      17925170,       3446830,            46,      17335455,       3288326,            55
914,     127010892,      62883317,           131,      15036606,       1576718,            42,      17967944,       3455088,            46,      17376013,       3296176,            57
915,     127427474,      63090242,           129,      15074114,       1580311,            45,      18010764,       3463356,            46,      17416633,       3304035,            57
916,     127844131,      63297203,           129,      15109005,       1583974,            42,      18053588,       3471620,            46,      17457294,       3311896,            57
917,     128261145,      63504341,           129,      15145883,       1587553,            43,      18096468,       3479901,            47,      17498004,       3319767,            56
918,     128678642,      63711719,           130,      15182934,       1591123,            40,      18139471,       3488208,            46,      17538748,       3327644,            57
919,     129097018,      63919535,           139,      15217718,       1594808,            43,      18182478,       3496508,            47,      17579613,       3335558,            56
920,     129516545,      64127925,           130,      15251886,       1598513,            42,      18225520,       3504821,            47,      17620506,       3343487,            62
921,     129937611,      64337083,           130,      15286380,       1602209,            43,      18268618,       3513143,            46,      17661433,       3351423,            57
922,     130359436,      64546619,           136,      15322371,       1605878,            42,      18311755,       3521466,            47,      17702422,       3359360,            59
923,     130782728,      64756887,           131,      15357700,       1609511,            43,      18354928,       3529797,            47,      17743485,       3367326,            57
924,     131207521,      64967904,           131,      15392543,       1613176,            43,      18398214,       3538154,            48,      17784596,       3375288,            59
925,     131632577,      65179051,           132,      15428300,       1616807,            43,      18441494,       3546508,            47,      17825757,       3383263,            58
926,     132058134,      65390447,           131,      15464149,       1620422,            42,      18484939,       3554898,            47,      17866914,       3391228,            58
927,     132483802,      65601897,           131,      15500266,       1624102,            42,      18528442,       3563305,            46,      17908157,       3399221,            57
928,     132909473,      65813347,           136,      15535561,       1627751,            39,      18571980,       3571714,            46,      17949388,       3407200,            59
929,     133335741,      66025094,           133,      15570621,       1631395,            44,      18615478,       3580112,            47,      17990671,       3415190,            56
930,     133762434,      66237052,           143,      15605537,       1635039,            43,      18658998,       3588509,            48,      18032025,       3423194,            59
931,     134189860,      66449375,           132,      15642184,       1638742,            43,      18702507,       3596902,            47,      18073404,       3431204,            57
932,     134618211,      66662159,           132,      15679329,       1642464,            44,      18746146,       3605325,            47,      18114804,       3439207,            58
933,     135047153,      66875237,           132,      15714959,       1646173,            44,      18789832,       3613753,            47,      18156258,       3447229,            57
934,     135477952,      67089242,           133,      15750054,       1649860,            44,      18833608,       3622201,            47,      18197795,       3455265,            58
935,     135909588,      67303664,           133,      15787771,       1653555,            43,      18877368,       3630641,            47,      18239396,       3463317,            60
936,     136341717,      67518331,           133,      15824786,       1657273,            44,      18921261,       3639111,            47,      18281083,       3471398,            59
937,     136775219,      67733683,           137,      15860570,       1660955,            44,      18965249,       3647607,            48,      18322816,       3479494,            59
938,     137209922,      67949634,           135,      15896425,       1664715,            43,      19009204,       3656087,            48,      18364622,       3487600,            61
939,     137646274,      68166408,           136,      15932844,       1668422,            42,      19053108,       3664550,            48,      18406514,       3495734,            59
940,     138083645,      68383690,           136,      15969365,       1672131,            44,      19097073,       3673023,            48,      18448350,       3503837,            60
941,     138522141,      68601533,           136,      16004831,       1675858,            44,      19141176,       3681529,            48,      18490269,       3511964,            58
942,     138962476,      68820294,           136,      16041714,       1679582,            47,      19185466,       3690085,            56,      18532205,       3520079,            61
943,     139404416,      69039856,           137,      16078885,       1683244,            44,      19229693,       3698617,            48,      18574242,       3528224,            59
944,     139846531,      69259504,           142,      16115225,       1686917,            43,      19273986,       3707161,            48,      18616260,       3536364,            60
945,     140290049,      69479852,           137,      16151550,       1690594,            44,      19318324,       3715716,            48,      18658329,       3544517,            62
946,     140734774,      69700802,           167,      16188878,       1694383,            44,      19362733,       3724285,            49,      18700424,       3552665,            61
947,     141180508,      69922255,           140,      16225161,       1698108,            45,      19407256,       3732878,            49,      18742592,       3560831,            58
948,     141627727,      70144449,           139,      16262678,       1701849,            44,      19451850,       3741486,            49,      18784826,       3569012,            60
949,     142076325,      70367331,           142,      16303929,       1705524,            43,      19496359,       3750071,            48,      18827142,       3577212,            60
950,     142525664,      70590582,           139,      16340740,       1709331,            44,      19540974,       3758676,            48,      18869498,       3585423,            60
951,     142975674,      70814167,           139,      16376953,       1713061,            44,      19585665,       3767302,            49,      18911881,       3593628,            62
952,     143427431,      71038624,           140,      16413202,       1716928,            45,      19630393,       3775930,            49,      18954272,       3601834,            60
953,     143880019,      71263495,           143,      16450064,       1720735,            47,      19675076,       3784546,            49,      18996719,       3610051,            59
954,     144334018,      71489070,           139,      16486287,       1724515,            44,      19719880,       3793190,            49,      19039293,       3618300,            59
955,     144789180,      71715225,           142,      16523399,       1728239,            44,      19764714,       3801835,            49,      19081874,       3626546,            64
956,     145245271,      71941843,           140,      16560005,       1732013,            42,      19809726,       3810529,            49,      19124516,       3634810,            63
957,     145702305,      72168931,           141,      16597469,       1735820,            44,      19854845,       3819241,            49,      19167219,       3643082,            59
958,     146159988,      72396342,           141,      16635136,       1739616,            43,      19900048,       3827976,            49,      19210001,       3651360,            60
959,     146619202,      72624517,           141,      16675503,       1743327,            44,      19945239,       3836706,            49,      19252782,       3659641,            59
960,     147079905,      72853435,           143,      16713271,       1747097,            43,      19990516,       3845453,            48,      19295658,       3667966,            61
961,     147542105,      73083100,           142,      16750887,       1750909,            44,      20035789,       3854194,            48,      19338578,       3676298,            59
962,     148004544,      73312883,           147,      16788290,       1754824,            45,      20081109,       3862944,            49,      19381562,       3684643,            61
963,     148468722,      73543534,           150,      16824585,       1758640,            44,      20126475,       3871700,            49,      19424587,       3692990,            60
964,     148932985,      73774226,           142,      16862109,       1762434,            44,      20171832,       3880455,            49,      19467594,       3701324,            61
965,     149399087,      74005836,           144,      16899920,       1766283,            45,      20217304,       3889234,            51,      19510663,       3709670,            60
966,     149866918,      74238309,           144,      16938704,       1770133,            46,      20262806,       3898013,            49,      19553841,       3718053,            60
967,     150335560,      74471186,           143,      16975808,       1773939,            44,      20308445,       3906825,            50,      19597106,       3726445,            60
968,     150804651,      74704286,           145,      17012172,       1777859,            45,      20354091,       3915634,            50,      19640340,       3734835,            61
969,     151275441,      74938234,           144,      17048792,       1781681,            44,      20399772,       3924457,            50,      19683623,       3743229,            63
970,     151747398,      75172764,           145,      17086673,       1785504,            44,      20445521,       3933288,            50,      19726971,       3751639,            60
971,     152220490,      75407860,           145,      17124630,       1789380,            45,      20491329,       3942135,            50,      19770380,       3760060,            59
972,     152693711,      75643019,           145,      17163492,       1793256,            45,      20537266,       3951011,            50,      19813822,       3768490,            63
973,     153168711,      75879066,           158,      17201816,       1797038,            44,      20583132,       3959868,            50,      19857299,       3776921,            60
974,     153645368,      76115940,           148,      17239616,       1800889,            45,      20629080,       3968737,            50,      19900834,       3785370,            61
975,     154122954,      76353277,           146,      17278440,       1804717,            44,      20675108,       3977619,            50,      19944417,       3793827,            67
976,     154602325,      76591505,           163,      17318040,       1808536,            46,      20721112,       3986498,            52,      19988073,       3802303,            63
977,     155082535,      76830151,           147,      17357950,       1812373,            45,      20767180,       3995389,            50,      20031786,       3810790,            61
978,     155564166,      77069506,           147,      17397346,       1816245,            45,      20813341,       4004302,            50,      20075481,       3819263,            61
979,     156047700,      77309811,           151,      17434675,       1820066,            45,      20859540,       4013213,            53,      20119260,       3827759,            62
980,     156531255,      77550125,           149,      17472899,       1823979,            46,      20905736,       4022123,            49,      20163048,       3836246,            63
981,     157015977,      77791021,           149,      17512766,       1827766,            47,      20951982,       4031046,            51,      20206882,       3844743,            61
982,     157501548,      78032340,           150,      17551561,       1831699,            45,      20998257,       4039971,            51,      20250844,       3853276,            62
983,     157987208,      78273702,           155,      17591822,       1835566,            45,      21044627,       4048915,            51,      20294843,       3861820,            62
984,     158473825,      78515541,           162,      17632088,       1839440,            46,      21091035,       4057868,            50,      20338914,       3870383,            64
985,     158961239,      78757777,           151,      17671742,       1843337,            46,      21137570,       4066855,            50,      20383051,       3878965,            62
986,     159449078,      79000224,           150,      17710275,       1847253,            45,      21184185,       4075855,            51,      20427155,       3887520,            62
987,     159937874,      79243148,           150,      17747404,       1851190,            46,      21230731,       4084840,            51,      20471392,       3896112,            61
988,     160427019,      79486245,           160,      17784161,       1855165,            46,      21277353,       4093839,            51,      20515635,       3904702,            63
989,     160917733,      79730125,           151,      17822214,       1859093,            46,      21324056,       4102853,            51,      20559975,       3913319,            64
990,     161410098,      79974829,           154,      17859582,       1863024,            46,      21370798,       4111872,            51,      20604352,       3921939,            63
991,     161903068,      80219834,           154,      17898371,       1866928,            46,      21417559,       4120898,            52,      20648753,       3930561,            61
992,     162397269,      80465453,           233,      17938659,       1870828,            46,      21464377,       4129932,            51,      20693168,       3939174,            63
993,     162893421,      80712046,           158,      17977578,       1874805,            46,      21511295,       4138991,            51,      20737642,       3947799,            61
994,     163389728,      80958715,           165,      18017110,       1878711,            46,      21558273,       4148058,            51,      20782187,       3956444,            62
995,     163887458,      81206094,           153,      18056841,       1882657,            47,      21605299,       4157142,            52,      20826736,       3965083,            61
996,     164385197,      81453476,           153,      18095214,       1886610,            48,      21652325,       4166219,            51,      20871332,       3973734,            63
997,     164883681,      81701229,           153,      18133708,       1890577,            48,      21699385,       4175300,            52,      20915961,       3982383,            62
998,     165384152,      81949974,           154,      18171619,       1894646,            47,      21746564,       4184411,            51,      20960648,       3991057,            62
999,     165885478,      82199145,           154,      18211848,       1898605,            47,      21793782,       4193529,            52,      21005383,       3999729,            61
1000,     166387287,      82448556,           154,      18251013,       1902609,            46,      21841093,       4202667,            51,      21050223,       4008452,            66
1001,     166890997,      82698916,           155,      18292458,       1906553,            47,      21888383,       4211794,            52,      21095102,       4017175,            63
1002,     167396472,      82950157,           156,      18332200,       1910555,            47,      21935766,       4220942,            51,      21140060,       4025920,            63
1003,     167902612,      83201729,           168,      18372017,       1914539,            48,      21983246,       4230112,            51,      21185035,       4034662,            62
1004,     168409467,      83453657,           161,      18411408,       1918514,            46,      22030755,       4239287,            52,      21230097,       4043413,            63
1005,     168917271,      83706058,           155,      18449687,       1922492,            47,      22078208,       4248443,            52,      21275195,       4052161,            64
1006,     169426238,      83959039,           156,      18487740,       1926485,            47,      22125811,       4257637,            52,      21320348,       4060934,            62
1007,     169936156,      84212494,           157,      18527661,       1930431,            46,      22173385,       4266817,            52,      21365544,       4069701,            61
1008,     170447171,      84466496,           156,      18568067,       1934426,            46,      22221115,       4276034,            52,      21410814,       4078514,            65
1009,     170958569,      84720688,           165,      18609297,       1938429,            47,      22268786,       4285231,            52,      21456143,       4087339,            62
1010,     171470672,      84975231,           156,      18651075,       1942379,            46,      22316512,       4294443,            52,      21501528,       4096163,            64
1011,     171984280,      85230525,           157,      18689654,       1946350,            47,      22364421,       4303698,            52,      21547001,       4105015,            65
1012,     172498889,      85486318,           157,      18728417,       1950409,            47,      22412307,       4312944,            52,      21592436,       4113844,            64
1013,     173015275,      85742998,           159,      18771558,       1954400,            48,      22460239,       4322197,            53,      21637947,       4122695,            64
1014,     173532068,      85999880,           158,      18812489,       1958458,            48,      22508269,       4331468,            53,      21683438,       4131518,            69
1015,     174048952,      86256806,           159,      18851047,       1962493,            47,      22556288,       4340731,            55,      21729022,       4140375,            63
1016,     174566175,      86513900,           158,      18891487,       1966488,            46,      22604269,       4349988,            53,      21774635,       4149245,            64
1017,     175084171,      86771379,           158,      18930887,       1970573,            46,      22652427,       4359284,            53,      21820315,       4158131,            66
1018,     175603336,      87029441,           159,      18970230,       1974675,            45,      22700614,       4368589,            55,      21866043,       4167021,            64
1019,     176123362,      87287932,           159,      19009766,       1978734,            47,      22748933,       4377917,            53,      21911816,       4175924,            62
1020,     176644233,      87546844,           159,      19050975,       1982829,            46,      22797237,       4387239,            54,      21957657,       4184830,            65
1021,     177166585,      87806495,           160,      19091515,       1986877,            47,      22845681,       4396589,            53,      22003566,       4193753,            63
1022,     177690150,      88066751,           166,      19131830,       1990978,            53,      22894078,       4405926,            53,      22049515,       4202682,            64
1023,     178215752,      88328024,           161,      19170844,       1995044,            48,      22942561,       4415282,            55,      22095481,       4211620,            64
1024,     178742325,      88589781,           161,      19211896,       1999100,            48,      22991131,       4424658,            54,      22141524,       4220564,            65
1025,     179269957,      88852066,           161,      19252876,       2003239,            47,      23039780,       4434056,            54,      22187617,       4229517,            64
1026,     179799188,      89115149,           162,      19293332,       2007329,            50,      23088401,       4443444,            56,      22233760,       4238483,            71
1027,     180329154,      89378598,           186,      19335491,       2011383,            48,      23137147,       4452856,            53,      22279974,       4247468,            66
1028,     180860615,      89642793,           162,      19376715,       2015475,            48,      23185919,       4462274,            54,      22326247,       4256465,            67
1029,     181392157,      89907027,           164,      19419714,       2019582,            48,      23234683,       4471687,            55,      22372530,       4265461,            66
1030,     181924618,      90171719,           163,      19463493,       2023584,            47,      23283526,       4481114,            54,      22418920,       4274486,            66
1031,     182457488,      90436614,           163,      19503918,       2027591,            47,      23332364,       4490536,            54,      22465346,       4283514,            65
1032,     182990971,      90701814,           164,      19543893,       2031668,            45,      23381303,       4499979,            54,      22511784,       4292540,            67
1033,     183525499,      90967535,           166,      19584406,       2035832,            49,      23430393,       4509458,            56,      22558252,       4301568,            64
1034,     184060924,      91233703,           166,      19623988,       2039966,            48,      23479515,       4518945,            54,      22604771,       4310598,            66
1035,     184597280,      91500335,           164,      19663435,       2044095,            49,      23528621,       4528424,            54,      22651371,       4319649,            66
1036,     185133675,      91766985,           164,      19702873,       2048252,            48,      23577786,       4537917,            54,      22698046,       4328723,            66
1037,     185670667,      92033932,           195,      19743613,       2052318,            48,      23626991,       4547415,            56,      22744781,       4337813,            66
1038,     186208842,      92301469,           165,      19783328,       2056506,            48,      23676296,       4556927,            55,      22791530,       4346900,            66
1039,     186747204,      92569098,           165,      19823104,       2060678,            57,      23725700,       4566469,            54,      22838354,       4356010,            65
1040,     187286767,      92837326,           166,      19862335,       2064862,            49,      23774984,       4575980,            54,      22885225,       4365121,            67
1041,     187827683,      93106229,           165,      19904387,       2069005,            49,      23824386,       4585514,            55,      22932136,       4374237,            64
1042,     188369228,      93375445,           165,      19946960,       2073194,            50,      23873895,       4595079,            54,      22979167,       4383390,            66
1043,     188912440,      93645493,           167,      19987249,       2077436,            49,      23923514,       4604666,            54,      23026193,       4392531,            66
1044,     189457685,      93916556,           166,      20028812,       2081534,            49,      23973165,       4614250,            54,      23073287,       4401691,            66
1045,     190003571,      94187938,           168,      20069572,       2085665,            48,      24022811,       4623831,            54,      23120436,       4410866,            65
1046,     190549816,      94459498,           170,      20111053,       2089870,            49,      24072510,       4633428,            55,      23167636,       4420051,            66
1047,     191096830,      94731441,           167,      20152964,       2094041,            49,      24122386,       4643058,            55,      23214886,       4429247,            66
1048,     191645471,      95004196,           168,      20194270,       2098270,            49,      24172266,       4652690,            55,      23262167,       4438434,            67
1049,     192196167,      95277977,           170,      20234154,       2102407,            49,      24222197,       4662336,            55,      23309489,       4447628,            65
1050,     192747154,      95551902,           168,      20274598,       2106591,            49,      24272142,       4671980,            55,      23356881,       4456838,            65
1051,     193298548,      95826029,           168,      20315694,       2110791,            50,      24322085,       4681617,            55,      23404361,       4466072,            67
1052,     193850667,      96100517,           169,      20357484,       2114986,            47,      24372209,       4691296,            55,      23451893,       4475328,            67
1053,     194404619,      96375920,           175,      20398569,       2119223,            49,      24422383,       4700990,            55,      23499479,       4484593,            66
1054,     194959764,      96651918,           170,      20440381,       2123436,            49,      24472446,       4710653,            56,      23547023,       4493835,            71
1055,     195515094,      96928007,           170,      20482445,       2127646,            49,      24522615,       4720341,            55,      23594610,       4503092,            66
1056,     196071853,      97204809,           176,      20525685,       2131765,            50,      24572933,       4730060,            56,      23642355,       4512384,            68
1057,     196629425,      97482016,           176,      20567321,       2135991,            54,      24623290,       4739782,            53,      23690150,       4521685,            62
1058,     197188208,      97759827,           161,      20608510,       2140241,            47,      24673735,       4749524,            53,      23737997,       4530996,            63
1059,     197748970,      98038626,           162,      20648864,       2144520,            46,      24724184,       4759264,            53,      23785892,       4540315,            65
1060,     198310809,      98317962,           162,      20690486,       2148800,            52,      24774629,       4768995,            56,      23833813,       4549636,            72
1061,     198873809,      98597877,           172,      20733152,       2153033,            47,      24825177,       4778755,            53,      23881776,       4558967,            73
1062,     199437520,      98878146,           164,      20775556,       2157225,            53,      24875628,       4788483,            53,      23929799,       4568316,           159
1063,     200002196,      99158896,           173,      20815985,       2161542,            50,      24926238,       4798250,            58,      23977863,       4577672,            75
1064,     200567889,      99440153,           181,      20858591,       2165849,            55,      24976998,       4808050,            55,      24026029,       4587057,           100
1065,     201134813,      99722024,           173,      20903067,       2170104,            60,      25027771,       4817854,            56,      24074253,       4596452,           110
1066,     201703812,     100004931,           176,      20946619,       2174359,            56,      25078566,       4827656,            56,      24122478,       4605843,           102
1067,     202273344,     100288103,           174,      20989139,       2178572,            60,      25129367,       4837459,            56,      24170754,       4615244,           103
1068,     202843077,     100571374,           177,      21031425,       2182816,            61,      25180286,       4847285,            60,      24219133,       4624679,           113
1069,     203413531,     100855004,           186,      21071946,       2187162,            63,      25231176,       4857109,            61,      24267568,       4634123,           117
1070,     203985764,     101139522,           191,      21112874,       2191506,            60,      25282249,       4866970,            57,      24316008,       4643562,            95
1071,     204558300,     101424190,           175,      21154586,       2195786,            55,      25333314,       4876825,            57,      24364516,       4653011,            93
1072,     205132413,     101709645,           175,      21196417,       2200116,            57,      25384463,       4886697,            56,      24413068,       4662469,           100
1073,     205706669,     101995170,           175,      21241385,       2204342,            56,      25435545,       4896551,            56,      24461671,       4671938,            98
1074,     206281188,     102280825,           177,      21284920,       2208604,            55,      25486684,       4906417,            57,      24510296,       4681407,            89
1075,     206855984,     102566617,           175,      21328854,       2212909,            56,      25537871,       4916290,            56,      24558983,       4690887,            91
1076,     207432557,     102853296,           176,      21371295,       2217197,            58,      25589268,       4926216,            61,      24607737,       4700374,            91
1077,     208011045,     103140931,           189,      21415104,       2221439,            57,      25640643,       4936134,            57,      24656557,       4709882,           101
1078,     208591526,     103429561,           177,      21458305,       2225711,            60,      25692143,       4946076,            57,      24705476,       4719414,            96
1079,     209172092,     103718232,           177,      21501077,       2230098,            58,      25743628,       4956011,            57,      24754397,       4728946,            91
1080,     209754719,     104007932,           178,      21544278,       2234513,            57,      25795251,       4965982,            57,      24803360,       4738482,            94
1081,     210338227,     104298071,           178,      21586603,       2238868,            56,      25846887,       4975954,            57,      24852358,       4748019,            88
1082,     210923556,     104589119,           179,      21629669,       2243126,            53,      25898681,       4985959,            54,      24901396,       4757574,            85
1083,     211508940,     104880193,           169,      21672327,       2247426,            54,      25950567,       4995982,            53,      24950467,       4767129,            88
1084,     212096399,     105172303,           170,      21716188,       2251775,            57,      26002341,       5005979,            54,      24999649,       4776705,           100
1085,     212685905,     105465435,           170,      21759677,       2256101,            49,      26054239,       5016004,            59,      25048882,       4786283,            66
1086,     213277206,     105759463,           171,      21802717,       2260498,            49,      26106175,       5026035,            54,      25098120,       4795873,            66
1087,     213870076,     106054274,           171,      21846051,       2264978,            50,      26158226,       5036090,            55,      25147458,       4805481,            69
1088,     214464471,     106349846,           181,      21886953,       2269251,            52,      26210313,       5046145,            58,      25196805,       4815085,            70
1089,     215058879,     106645423,           182,      21932102,       2273582,            51,      26262481,       5056219,            56,      25246206,       4824700,            69
1090,     215653630,     106941170,           181,      21975373,       2277928,            48,      26314726,       5066313,            54,      25295683,       4834336,            65
1091,     216249250,     107237350,           172,      22018836,       2282305,            49,      26366991,       5076408,            54,      25345200,       4843980,            65
1092,     216846101,     107534144,           172,      22061769,       2286730,            48,      26419289,       5086509,            55,      25394764,       4853640,            65
1093,     217445009,     107831965,           174,      22104406,       2291066,            48,      26471562,       5096602,            55,      25444378,       4863310,            64
1094,     218045630,     108130641,           173,      22147434,       2295388,            48,      26523841,       5106687,            55,      25494061,       4872989,            65
1095,     218647146,     108429763,           175,      22191929,       2299659,            47,      26576240,       5116802,            55,      25543802,       4882684,            69
1096,     219248833,     108728969,           186,      22236672,       2304002,            50,      26628707,       5126929,            57,      25593618,       4892395,            71
1097,     219851239,     109028533,           183,      22279072,       2308389,            52,      26681303,       5137086,            58,      25643468,       4902109,            69
1098,     220455006,     109328776,           183,      22323665,       2312807,            53,      26733744,       5147202,            56,      25693324,       4911824,            66
1099,     221060172,     109629717,           175,      22366406,       2317319,            49,      26786406,       5157370,            55,      25743226,       4921538,            68
1100,     221665793,     109930884,           179,      22411063,       2321743,            49,      26839136,       5167549,            55,      25793211,       4931277,            66
1101,     222273313,     110232999,           177,      22454697,       2326163,            49,      26891889,       5177741,            54,      25843239,       4941022,            66
1102,     222882206,     110535799,           176,      22498706,       2330660,            50,      26944679,       5187934,            55,      25893355,       4950802,            66
1103,     223491878,     110838987,           176,      22542269,       2335126,            49,      26997421,       5198106,            55,      25943497,       4960574,            66
1104,     224103075,     111142936,           178,      22586710,       2339506,            47,      27050295,       5208310,            55,      25993773,       4970379,            67
1105,     224714507,     111447001,           175,      22629062,       2343999,            50,      27103259,       5218530,            55,      26044099,       4980193,            65
1106,     225326306,     111751248,           176,      22673943,       2348384,            47,      27156295,       5228768,            55,      26094471,       4990020,            67
1107,     225938936,     112055909,           176,      22717440,       2352826,            48,      27209332,       5239004,            56,      26144905,       4999851,            65
1108,     226552537,     112361054,           176,      22760718,       2357267,            48,      27262508,       5249266,            55,      26195347,       5009692,            67
1109,     227167607,     112666932,           177,      22803554,       2361771,            51,      27315688,       5259532,            55,      26245855,       5019542,            68
1110,     227784664,     112973802,           187,      22848317,       2366240,            53,      27368992,       5269825,            58,      26296387,       5029389,            71
1111,     228402672,     113281146,           187,      22892291,       2370707,            53,      27422227,       5280100,            58,      26346961,       5039237,            70
1112,     229021443,     113588870,           202,      22935944,       2375198,            53,      27475513,       5290385,            59,      26397609,       5049112,            72
1113,     229641225,     113897098,           188,      22979363,       2379762,            53,      27528950,       5300704,            58,      26448307,       5058994,            70
1114,     230262816,     114206229,           188,      23024354,       2384250,            52,      27582343,       5311012,            58,      26499001,       5068865,            73
1115,     230886456,     114516383,           188,      23069341,       2388690,            52,      27635869,       5321347,            58,      26549770,       5078752,            70
1116,     231511757,     114827366,           188,      23114509,       2393250,            56,      27689481,       5331699,            58,      26600559,       5088645,            71
1117,     232137515,     115138576,           190,      23158799,       2397797,            51,      27743172,       5342068,            56,      26651441,       5098568,            67
1118,     232763890,     115450093,           181,      23205202,       2402186,            50,      27796960,       5352458,            56,      26702390,       5108508,            68
1119,     233391082,     115762017,           181,      23249050,       2406664,            50,      27850708,       5362831,            56,      26753358,       5118439,            67
1120,     234019345,     116074475,           183,      23293403,       2411163,            50,      27904532,       5373221,            62,      26804404,       5128405,            73
1121,     234648125,     116387190,           191,      23338542,       2415653,            82,      27958369,       5383615,            58,      26855498,       5138381,            72
1122,     235277076,     116699989,           191,      23385324,       2420117,            54,      28012252,       5394019,            58,      26906643,       5148354,            72
1123,     235908000,     117013773,           191,      23432713,       2424545,            52,      28066157,       5404422,            60,      26957863,       5158351,            70
1124,     236539821,     117328004,           191,      23478350,       2429030,            52,      28120085,       5414834,            59,      27009124,       5168351,            72
1125,     237171881,     117642353,           193,      23523146,       2433577,            51,      28174148,       5425274,            59,      27060433,       5178360,            71
1126,     237804418,     117956939,           191,      23567990,       2438050,            52,      28228219,       5435709,            59,      27111773,       5188375,            71
1127,     238438934,     118272513,           191,      23616689,       2442523,            53,      28282304,       5446144,            63,      27163172,       5198411,            70
1128,     239073557,     118588139,           192,      23663762,       2447068,            52,      28336418,       5456581,            58,      27214609,       5208438,            71
1129,     239709685,     118904516,           190,      23709144,       2451521,            52,      28390616,       5467043,            59,      27266103,       5218472,            70
1130,     240346532,     119221251,           192,      23753088,       2456104,            50,      28444996,       5477539,            60,      27317698,       5228536,            68
1131,     240984764,     119538677,           185,      23797578,       2460669,            50,      28499384,       5488040,            58,      27369333,       5238605,            67
1132,     241624871,     119857039,           186,      23844067,       2465230,            50,      28553808,       5498545,            57,      27420989,       5248674,            71
1133,     242265051,     120175436,           187,      23888885,       2469767,            52,      28608246,       5509053,            58,      27472667,       5258736,            71
1134,     242907462,     120494947,           194,      23933006,       2474318,            52,      28662798,       5519587,            59,      27524483,       5268849,            71
1135,     243551926,     120815483,           192,      23978845,       2478846,            57,      28717418,       5530136,            59,      27576294,       5278946,            69
1136,     244197901,     121136773,           187,      24023950,       2483378,            49,      28772083,       5540689,            56,      27628208,       5289084,            69
1137,     244845871,     121459059,           187,      24068593,       2487963,            50,      28826772,       5551250,            57,      27680175,       5299234,            68
1138,     245495826,     121782336,           201,      24114286,       2492515,            56,      28881486,       5561806,            57,      27732157,       5309376,            71
1139,     246146734,     122106088,           188,      24160560,       2497098,            52,      28936237,       5572375,            57,      27784207,       5319540,            70
1140,     246798927,     122430481,           207,      24205869,       2501706,            52,      28991018,       5582949,            58,      27836318,       5329711,            70
1141,     247451613,     122755119,           195,      24251096,       2506296,            53,      29045990,       5593566,            60,      27888494,       5339903,            71
1142,     248104518,     123079865,           198,      24297407,       2510862,            53,      29100925,       5604167,            60,      27940694,       5350095,            72
1143,     248759068,     123405432,           199,      24344846,       2515434,            54,      29155994,       5614805,            60,      27992911,       5360278,            71
1144,     249413903,     123731140,           197,      24391587,       2519936,            59,      29211037,       5625432,            61,      28045215,       5370496,            72
1145,     250070167,     124057561,           198,      24437745,       2524482,            54,      29266130,       5636070,            62,      28097553,       5380716,            70
1146,     250726980,     124384255,           191,      24484951,       2529079,            52,      29321197,       5646701,            58,      28149962,       5390940,            70
1147,     251383834,     124710968,           195,      24529299,       2533768,            51,      29376269,       5657329,            57,      28202412,       5401178,            68
1148,     252041535,     125038103,           198,      24574779,       2538466,            52,      29431574,       5668005,            59,      28254952,       5411428,            72
1149,     252699283,     125365260,           198,      24624868,       2543032,            54,      29486936,       5678695,            60,      28307530,       5421685,            71
1150,     253357698,     125692749,           198,      24673512,       2547717,            54,      29542396,       5689409,            61,      28360175,       5431963,            73
1151,     254017764,     126021062,           204,      24718248,       2552404,            54,      29597948,       5700144,            60,      28412818,       5442227,            71
1152,     254679493,     126350205,           198,      24764011,       2557027,            54,      29653525,       5710879,            61,      28465511,       5452500,            72
1153,     255342821,     126680146,           200,      24811802,       2561551,            52,      29708989,       5721580,            58,      28518255,       5462783,            68
1154,     256006978,     127010500,           193,      24861227,       2566171,            52,      29764658,       5732334,            59,      28571061,       5473084,            69
